Accalia,Female
Ace,Male
Adamina,Female
Adora,Female
Adorna,Female
Adrian,Male/Female
Agrippa,Female
Alba,Female
Alban,Male
Alberga,Female
Albin,Male
Aleria,Female
Alida,Female
Alma,Female
Almeda,Female
Almodine,Female
Alta,Female
Alula,Female
Alva,Female
Alvern,Male
Alvita,Female
Amabel,Female
Amadea,Female
Amadeus,Male
Amanda,Female
Amelia,Female
Amelinda,Female
Amica,Female
Aminta,Female
Amity,Female
Amy,Female
Amyas,Male
Angelica,Female
Annunciata,Female
Anona,Female
Anthony,Male
Antoinette,Female
April,Female
Aquila,Male
Arabella,Female
Ardelle,Female
Arden,Male
Ardmore,Male
Argenta,Female
Aries,Male
Armida,Female
Armilla,Female
Arva,Female
Arval,Male
Astra,Female
August,Male
Augusta,Female
Aura,Female
Aurelia,Female
Aurelius,Male
Aurora,Female
Austine,Female
Ava,Female
Ave,Female
Avena,Female
Azalea,Female
Balbina,Female
Balbo,Male
Balendin,Male
Baptista,Female
Beata,Female
Beatrice,Female
Bella,Female
Bellona,Female
Benedict,Male
Benedicta,Female
Benigna,Female
Blaise,Female
Blaise,Male
Blanda,Female
Boniface,Male
Brett,Male/Female
Brittany,Female
Cadence,Female
Caesar,Male
Caius,Male
Caledonia,Female
Callula,Female
Caltha,Female
Calvin,Male
Calvina,Female
Camille,Female
Camillus,Male
Camilo,Male
Camline,Male
Candida,Female
Candra,Female
Cantrell,Male
Cara,Female
Carita,Female
Carmen,Female
Carmine,Male
Carnation,Female
Carol,Female
Casilda,Female
Cassius,Male
Casta,Female
Cato,Male
Cecil,Male
Cecilia,Female
Celeste,Female
Cerelia,Female
Cesarina,Female
Charity,Female
Charmaine,Female
Chastity,Female
Chester,Male
Christabel,Female
Chryseis,Female
Cicero,Male
Clara,Female
Clarence,Male
Claude,Male
Claudia,Female
Clelia,Female
Clement,Male
Clementia,Female
Columba,Female
Conception,Female
Concordia,Female
Constance,Female
Constantine,Male
Cook,Male
Coral,Female
Corbett,Male
Cordelia,Female
Corissa,Female
Cornelius,Male
Corvina,Female
Crispin,Male
Crispina,Female
Crystal,Female
Cyrilla,Female
Dacia,Female
Dante,Male
Dea,Female
Decima,Female
Decimus,Male
Deifilia,Female
Delicia,Female
Dexter,Male
Diana,Female
Digna,Female
Docila,Female
Dominic,Male
Dominica,Female
Donata,Female
Donato,Male
Drusilla,Female
Duke,Male
Dulcie,Female
Durant,Male
Elata,Female
Elita,Female
Eloy,Male
Elroy,Male
Elysia,Female
Emil,Male
Emily,Female
Emina,Female
Eustacia,Female
Fabia,Female
Fabian,Male
Faline,Female
Faust,Male
Faustine,Female
Favian,Male
Felice,Female
Felix,Male
Fidel,Male
Fidelity,Female
Flaminia,Female
Flavia,Female
Flavian,Male
Flora,Female
Florence,Female
Florian,Male
Fortune,Female
Frances,Female
Francis,Male
Fronde,Female
Fulvia,Female
Gallia,Female
Gardenia,Female
Gazella,Female
Georgia,Female
Geraint,Male
Gillian,Female
Ginger,Female
Gladys,Female
Grace,Female
Gregoria,Female
Griffin,Male
Hadria,Female
Harmony,Female
Hibernia,Female
Hibiscus,Female
Hilaria,Female
Honora,Female
Honore,Male
Horace,Male
Horatia,Female
Hortense,Female
Ierne,Female
Ignatia,Female
Ignatius,Male
Imogen,Female
Imperia,Female
Ina,Female
Indigo,Female
Iniga,Female
Ireta,Female
Irma,Female
Isadora,Female
Ivory,Female
Jacoba,Female
Javaris,Male
Jay,Male/Female
Jinx,Female
Jocosa,Female
Jovan,Male
Jovita,Female
Joy,Female
Julia,Female
Julius,Male
June,Female
Juno,Female
Justin,Male
Justine,Female
Lara,Female
Laraine,Female
Lasca,Female
Latonia,Female
Laura,Female
Laveda,Female
Laverne,Female
Lavinia,Female
Lawrence,Male
Lelia,Female
Lena,Female
Lenis,Female
Leo,Male
Leona,Female
Leta,Female
Letitia,Female
Levana,Female
Levina,Female
Lillian,Female
Lionel,Male
Lombard,Male
Lorenza,Female
Lorimer,Male
Lucerne,Female
Lucian,Male
Lucius,Male
Lucretia,Female
Lucy,Female
Luna,Female
Mabel,Female
Madonna,Female
Magnolia,Female
Magnus,Male
Majesta,Female
Major,Male
Marcellus,Male
Marcia,Female
Marcus,Male
Marina,Female
Mario,Male
Maris,Female
Mark,Male
Martin,Male
Martina,Female
Maurice,Male
Maximilian,Male
Maxine,Female
May,Female
Media,Female
Melina,Female
Melinda,Female
Meliora,Female
Messina,Female
Meta,Female
Minor,Male
Mira,Female
Mirabel,Female
Miranda,Female
Modesty,Female
Monica,Female
Myra,Female
Myrtle,Female
Napea,Female
Narda,Female
Natalie,Female
Nebula,Female
Neci,Female
Neptune,Male
Nero,Male
Nila,Female
Noble,Male
Nola,Female
Noleta,Female
Nona,Female
Norma,Female
Novia,Female
Numidia,Female
Nydia,Female
Nyssa,Female
Octavia,Female
Octavius,Male
Olinda,Female
Oliver,Male
Olivia,Female
Ondine,Female
Ora,Female
Orela,Female
Oriana,Female
Oriole,Female
Orson,Male
Osten,Male
Palma,Female
Patricia,Female
Patrick,Male
Paul,Male
Paula,Female
Paxton,Male
Payne,Male
Pearl,Female
Peony,Female
Perdita,Female
Peregrine,Male
Persis,Female
Petra,Female
Pia,Female
Pio,Male
Placida,Female
Pomona,Female
Poppy,Female
Porter,Male
Portia,Female
Prima,Female
Prince,Male
Priscilla,Female
Proctor,Male
Prosper,Male
Prospera,Female
Prudence,Female
Prunella,Female
Pryor,Male
Quartilla,Female
Quentin,Male
Quintina,Female
Quirinus,Male
Regina,Female
Regis,Male
Remus,Male
Renata,Female
Renita,Female
Reseda,Female
Reva,Female
Rex,Male
Rhea,Female
Risa,Female
Roma,Female
Roman,Male
Romana,Female
Romola,Female
Romulus,Male
Rosalba,Female
Rose,Female
Rosemary,Female
Rufina,Female
Rufus,Male
Rula,Female
Sabin,Male
Sabina,Female
Sabrina,Female
Saffron,Female
Sage,Male/Female
Salena,Female
Salus,Female
Salvia,Female
Sancho,Male
Sancia,Female
Season,Female
Sebastian,Male
Sebastiane,Female
Secunda,Female
Semele,Female
Septima,Female
Septimus,Male
Serena,Female
Sereno,Male
Serge,Male
Severin,Male
Sextus,Male
Sidonia,Female
Sidra,Female
Signa,Female
Silvanus,Male
Solita,Female
Sorrel,Female
Stella,Female
Sylvester,Male
Sylvia,Female
Tacita,Female
Tansy,Female
Temperance,Female
Terena,Female
Terence,Male
Terra,Female
Tertia,Female
Tertius,Male
Tiberia,Female
Tita,Female
Titus,Male
Topaz,Female
Trent,Male
Trinity,Female
Trista,Female
Tryphena,Female
Ultima,Female
Ulysses,Male
Una,Female
Undine,Female
Urban,Male
Urbana,Female
Ursula,Female
Valentina,Female
Valentine,Male/Female
Valerian,Male
Valonia,Female
Valora,Female
Venus,Female
Verbena,Female
Verity,Female
Verna,Female
Veronica,Female
Vespera,Female
Vesta,Female
Victor,Male
Victoria,Female
Vigilia,Female
Vincent,Male
Vincentia,Female
Violet,Female
Virgil,Male
Virgilia,Female
Virginia,Female
Viridis,Female
Virtue,Female
Vita,Female
Vito,Male
Viva,Female
Vivian,Female
Vivian,Male
Zea,Female
Zia,Female
Zinnia,Female
Zona,Female
