Aadi,Male
Aakav,Male
Aakesh,Male
Aakil,Male
Aalok,Male
Aamin,Male
Aanan,Male
Aanandini,Female
Aandaleeb,Male
Aatmadeva,Male
Aatmik,Male
Abha,Female
Abhiraja,Male
Achala,Female
Adamya,Male
Adheesha,Male
Adhideva,Male
Adhika,Female
Adhita,Female
Aditi,Female
Aditya,Male
Adri,Male
Adya,Female
Agastya,Male
Agni,Male
Ahalya,Female
Aharnish,Male
Ahilya,Female
Ahsan,Male
Ailesh,Male
Aja,Female
Ajalaa,Female
Ajanabh,Male
Ajeya,Female
Akalanka,Male
Akhila,Female
Akhilendra,Male
Akilesh,Male
Akshan,Male
Akshay,Male
Alka,Female
Amal,Male
Amala,Female
Amalesh,Male
Amarjaa,Female
Ambarish,Female
Ambika,Female
Amee,Female
Amil,Male
Amma,Female
Amoli,Female
Amul,Male
Anad,Male
Anala,Female
Anand,Male
Anandita,Female
Ananta,Male
Ananya,Male
Anganaa,Female
Anil,Male
Anila,Female
Anima,Female
Anjay,Male
Anju,Female
Ankur,Male
Anoop,Male
Anshu,Male
Anuka,Female
Anupa,Female
Anupriyaa,Female
Anura,Female
Anusheela,Female
Apsara,Female
Aradhana,Female
Arjun,Male
Arpana,Female
Arshad,Male
Artha,Female
Aruna,Female
Arvind,Male
Aryabhata,Male
Aseem,Male
Asha,Female
Ashni,Female
Ashvaghosha,Male
Asmee,Female
Asoka,Female
Atman,Male
Atyaananda,Male
Avanindra,Male
Avikar,Male
Azra,Female
Baasu,Male
Bahaar,Female
Baka,Female
Bal,Male
Bala,Male
Balabhadra,Male
Balakrishna,Male
Baldev,Male
Balin,Male
Balraj,Male
Banht,Female
Banita,Female
Bano,Female
Basant,Male
Beeja,Female
Bel,Female
Bhakati,Male
Bhamini,Female
Bhanu,Male
Bhanumati,Female
Bharat,Male
Bharati,Female
Bhaskara,Male
Bhasvan,Male
Bhavika,Female
Bhoja,Male
Bhuma,Female
Binali,Female
Bishvajit,Male
Bkul,Female
Chahna,Female
Chaitali,Female
Chaitanya,Male
Chameli,Female
Chand,Male
Chandan,Male
Chandraraj,Male
Chandresh,Male
Channa,Female
Charaka,Male
Charu,Female
Charudata,Male
Charumat,Female
Chaya,Female
Chintak,Male
Chiranjiv,Male
Daivat,Male
Daivik,Male
Daksh,Male
Damayant,Female
Danveer,Male
Darpitaa,Female
Darsha,Female
Darshan,Male
Daru,Female
Daud,Male
Dayaa,Female
Dayanand,Male
Dayaram,Male
Devak,Male
Deval,Male
Devanand,Male
Devdas,Male
Deven,Male
Devendra,Male
Devmani,Male
Devraj,Male
Dhanadaa,Female
Dhara,Female
Dhaval,Male
Dhimani,Male
Dilip,Male
Dinendra,Male
Dinesh,Male
Dipak,Male
Divya,Female
Divyendu,Male
Draupadi,Female
Drisana,Female
Dularee,Female
Durga,Female
Durva,Female
Ehani,Female
Ekaanta,Male
Ela,Female
Elamma,Female
Elora,Female
Erina,Female
Eshana,Female
Evak,Male
Fahim,Male
Falah,Male
Falak,Male
Fareed,Male
Faruq,Male
Firdos,Male
Firoz,Male
Fulande,Female
Gambhira,Female
Ganesa,Female
Ganesh,Male
Gariana,Male
Garima,Female
Gaurav,Male
Gauri,Female
Ghoshal,Male
Girisa,Female
Gita,Female
Gobind,Male
Gotam,Male
Gulshan,Male
Gunadhya,Male
Gyan,Male
Gyanda,Female
Gyandev,Male
Hansa,Female
Hansrat,Male
Hanuman,Male
Hara,Female
Hari,Male
Harish,Male
Harita,Female
Harjeet,Male
Harsha,Female
Harshad,Male
Harshal,Male
Hasika,Female
Hasin,Male
Hastin,Male
Hatdar,Male
Hatfez,Male
Hauma,Female
Hemachandra,Male
Hemali,Female
Himani,Female
Himesh,Male
Hiral,Female
Ichchani,Female
Idaa,Female
Iishim,Male
Ilesha,Female
Indira,Female
Indra,Female
Indranee,Female
Indu,Female
Isha,Male
Ishaan,Male
Ishana,Female
Ishara,Male
Jaamini,Female
Jabbar,Male
Jagannath,Male
Jagjit,Male
Jahan,Male
Jaidev,Male
Jaimini,Male
Jainendra,Male
Jairaj,Male
Jaladhi,Male
Jalajaa,Female
Jalaneeli,Female
Jalini,Female
Janaki,Female
Janesh,Male
Jany,Female
Jarita,Female
Jaswinder,Female
Jawaharlal,Male
Jaya,Female
Jayne,Female
Jena,Female
Jinnat,Female
Jitendra,Male
Jivanta,Female
Jodha,Female
Johar,Male
Juabai,Female
Juh,Female
Jvalant,Male
Jyoti,Female
Kaamilee,Female
Kaanan,Female
Kaasu,Female
Kabir,Male
Kabr,Male
Kailash,Female
Kala,Female
Kalidasa,Male
Kalika,Female
Kalinda,Female
Kalindi,Female
Kalinga,Male
Kalita,Female
Kallolee,Female
Kalpana,Female
Kalyan,Female
Kamala,Female
Kamanika,Female
Kana,Female
Kanjanaa,Female
Kanta,Female
Kanti,Female
Kantu,Male
Kanu,Male
Kanya,Female
Kapila,Male
Karnik,Male
Kasi,Male
Katyayani,Female
Kausalya,Female
Kaveri,Female
Kavi,Male
Kavindra,Female
Kerani,Female
Kers,Male
Kesava,Male
Khan,Male
Kharavela,Male
Khwaia,Male
Kimaya,Female
Kiran,Male/Female
Kiri,Female
Kishori,Female
Kistna,Male
Komal,Female
Kona,Female
Kumar,Male
Kumari,Female
Kumuda,Female
Kusa,Female
Kushali,Female
Kusum,Female
Lajli,Female
Lajni,Female
Laksha,Female
Lakshana,Female
Lakshman,Male
Lakshmidas,Male
Lakya,Female
Lal,Male
Lalika,Female
Lamis,Female
Lata,Female
Lavanaa,Male
Lavesh,Male
Leena,Female
Lila,Female
Lilavati,Female
Lochan,Male
Lota,Female
Maalin,Male
Madhav,Male
Madhavi,Female
Madhu,Female
Madhuleka,Female
Mahadev,Male
Maharaj,Male
Mahavira,Male
Maheesa,Female
Mahendra,Male
Mahi,Female
Mahima,Female
Mahin,Male
Mahmoud,Male
Maimi,Female
Maiteryi,Female
Majid,Male
Malati,Female
Mali,Female
Mamta,Female
Mandara,Female
Manikarnika,Female
Manjika,Female
Manjulika,Female
Mansoor,Male
Manu,Male
Maraalika,Female
Margi,Female
Matrika,Female
Mauli,Female
Maya,Female
Mehal,Female
Mehjibin,Female
Mela,Female
Mesha,Female
Milan,Male
Minda,Female
Mohajit,Male
Mohan,Male
Mohana,Female
Nadim,Male
Nagarjuna,Male
Nalin,Male
Namisha,Female
Nanak,Male
Nandan,Male
Nandana,Female
Nandin,Male
Narain,Male
Narayana,Male
Naren,Male
Naresh,Male
Naresha,Female
Naseem,Female
Nata,Female
Natesa,Female
Naveed,Male
Navin,Male
Nayana,Female
Neel,Male
Neha,Female
Neima,Female
Niaz,Male
Nima,Female
Nimesha,Female
Niranjana,Female
Nirvan,Male
Nisha,Female
Nishad,Male
Nita,Female
Nitara,Female
Noor,Male
Nuren,Male
Nutan,Female
Ojasvee,Female
Omana,Female
Omanand,Male
Paavana,Female
Paavani,Female
Padma,Female
Pandita,Female
Panna,Female
Pantni,Male
Parvaiz,Male
Parvani,Female
Parvati,Female
Parvin,Female
Patanjau,Male
Pausha,Female
Pavana,Female
Phiroz,Male
Pinga,Female
Pollyam,Female
Prabhat,Male
Pradeep,Male
Pradosh,Male
Pragyata,Female
Pramod,Male
Prarthana,Female
Prasad,Male
Pratap,Male
Pratibha,Female
Pravin,Male
Prem,Male
Prema,Female
Premlata,Female
Priya,Female
Protima,Female
Purnima,Female
Radha,Female
Rafiq,Male
Rahim,Male
Rajalakshmi,Female
Rajani,Female
Rajata,Female
Rajendra,Male
Rajesh,Male
Rajiv,Male
Rajnandini,Female
Rajnish,Male
Ram,Male
Ramaa,Female
Ramakrishna,Male
Ramnath,Male
Ranjana,Female
Ranjit,Male
Ranya,Female
Ratan,Male
Rati,Female
Ratri,Female
Ravi,Male
Ravva,Female
Raza,Male
Rekha,Female
Rhu,Female
Ritika,Female
Roschan,Female
Roshan,Male
Ruana,Female
Ruchi,Female
Ruchika,Female
Rudra,Female
Rukmini,Female
Rupal,Female
Saarik,Male
Sachdev,Male
Sadhana,Female
Safi,Female
Sagara,Female
Sahaj,Male
Sahen,Male
Sahil,Male
Sajan,Male
Sajjan,Male
Sakari,Female
Sakti,Female
Sakuna,Female
Sala,Female
Salmalin,Male
Samina,Female
Sananda,Female
Sandyha,Female
Sanjana,Female
Sanjay,Male
Sanjiv,Male
Santavana,Female
Santosh,Male
Sanya,Female
Sanyogita,Female
Sarad,Male
Sarala,Female
Saraswati,Female
