Abarrane,Female
Xavier,Male
Xaviera,Female
Zerlinda,Female
Adoncia,Female
Aldonza,Female
Alegria,Female
Alita,Female
Alonsa,Female
Alva,Male/Female
Amadeo,Male
Amata,Female
Angelo,Male
Aquilina,Female
Arcelia,Female
Arlo,Male
Arrio,Male
Arrio,Male
Ascencion,Female
Asela,Female
Atalaya,Female
Baila,Female
Belia,Female
Belita,Female
Benita,Female
Bertin,Male
Bienvenida,Female
Blanco,Male
Bonita,Female
Buena,Female
Cachi,Male
Cailida,Female
Calida,Female
Cencho,Male
Chalina,Female
Chanti,Male
Charo,Female
Checha,Male
Chenche,Male
Chilo,Male
Chiquita,Female
Chofa,Female
Chumin,Male
Chumo,Male
Cid,Male
Ciro,Male
Consuelo,Female
Corazon,Female
Corona,Female
Cortez,Male
Curcio,Male
Damita,Female
Delma,Female
Dolores,Female
Dorinda,Female
Duena,Female
Eldora,Female
Elvio,Male
Elvira,Female
Esmerelda,Female
Esperanza,Female
Fermin,Male
Fermin,Male
Flaminio,Male
Gitana,Female
Gitano,Male
Gonzalo,Male
Gutierre,Male
Hermosa,Female
Iago,Male
Iluminada,Female
Immaculada,Female
Inez,Female
Inocencia,Female
Isabel,Female
Jacinda,Female
Jade,Female
Jaime,Male/Female
Jaira,Female
James,Male
Jimena,Female
Juanita,Female
Lareina,Female
Leya,Female
Licha,Female
Linda,Female
Lucita,Female
Lupe,Female
Luz,Female
Madra,Female
Manuela,Female
Marisol,Female
Meca,Female
Melia,Female
Melosa,Female
Mema,Female
Mercedes,Female
Milagros,Female
Montana,Female
Mora,Female
Naldo,Male
Natal,Male
Natividad,Female
Navarro,Male
Nemesio,Male
Neper,Male
Neto,Male
Neva,Female
Nicabar,Male
Nina,Female
Oro,Male
Orquidea,Female
Paloma,Female
Patia,Female
Paz,Female
Perfecta,Female
Piedad,Female
Pilar,Female
Placido,Male
Ponce,Male
Querida,Female
Queta,Female
Ramona,Female
Rana,Female
Remedios,Female
Rey,Male
Ria,Female
Rosalind,Female
Salvadora,Female
Santiago,Male
Santo,Male
Saturnin,Male
Savanna,Female
Segundo,Male
Senalda,Female
Socorro,Female
Solana,Female
Soledad,Female
Teo,Male
Tia,Female
Tito,Male
Ventura,Female
Verdad,Female
Vina,Female
Xandra,Female
Ximenes,Male
